chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,full_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,web_name_2,Team,key,pos,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type
,,220627,0,0,0,0,0,2,0,,0,James,James Justin,0,239,FALSE,,,45,220627.jpg,0,Justin,1.8,FALSE,,a,9,13,35,0,0,0,0,0,7.8,Justin,Justin,Leicester,Justin Leicester,D,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195,61,49.6,235,93,167,38,270,92,254,83
,,17761,0,0,0,0,0,2,0,,0,James,James Tarkowski,0,81,FALSE,,,55,17761.jpg,0,Tarkowski,7.1,FALSE,,a,4,90,143,0,0,0,0,0,26,Tarkowski,Tarkowski,Burnley,Tarkowski Burnley,D,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410,149.9,12,3,183,45,82,9,59,8
0,,49413,0,0,0,0,0,2,0,,0,James,James Tomkins,0,129,FALSE,Thigh injury - Unknown return date,2020-08-15T10:00:11.660937Z,45,49413.jpg,0,Tomkins,0.1,FALSE,,i,6,31,48,0,0,0,0,0,10.7,Tomkins,Tomkins,Crystal Palace,Tomkins Crystal Palace,D,1582,1,1,3,23,0,0,0,5,0,0,4,260,384,27.7,121,53.3,166,61,306,114,216,60,242,79
,,171771,0,0,0,0,0,2,0,,0,Jan,Jan Bednarek,0,376,FALSE,,,45,171771.jpg,0,Bednarek,3.1,FALSE,,a,16,20,84,0,0,0,0,0,18.7,Bednarek,Bednarek,Southampton,Bednarek Southampton,D,3057,1,1,7,57,1,0,0,4,0,0,5,539,729.8,45.5,95,87.5,42,16,279,96,239,75,159,43
,,93100,0,0,0,0,0,2,0,,0,Jannik,Jannik Vestergaard,0,369,FALSE,,,45,93100.jpg,0,Vestergaard,0.5,FALSE,,a,16,20,51,0,0,0,0,0,11.3,Vestergaard,Vestergaard,Southampton,Vestergaard Southampton,D,1496,1,0,4,26,0,0,0,3,0,0,6,286,363.8,81.3,183,62.8,172,63,239,75,180,39,217,69
,,199584,0,0,0,0,0,2,0,,0,Japhet,Japhet Tanganga,0,402,FALSE,,,50,199584.jpg,0,Tanganga,0.3,FALSE,,a,17,6,17,0,0,0,0,0,3.4,Tanganga,Tanganga,Spurs,Tanganga Spurs,D,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20,17.1,291,111,315,119,305,113,320,117
,,480455,0,0,0,0,0,2,0,,0,Jarrad,Jarrad Branthwaite,0,170,FALSE,,,40,480455.jpg,0,Branthwaite,11.7,FALSE,,a,7,11,11,0,0,0,0,0,2.8,Branthwaite,Branthwaite,Everton,Branthwaite Everton,D,299,0,0,1,6,0,0,0,0,0,0,2,69,66,2.2,0,6.9,325,121,339,129,351,140,344,125
,,109528,0,0,0,0,0,2,0,,0,Javier,Javier Manquillo,0,332,FALSE,,,45,109528.jpg,0,Manquillo,0.4,FALSE,,a,14,4,65,0,0,0,0,0,14.4,Manquillo,Manquillo,Newcastle,Manquillo Newcastle,D,1597,0,1,8,21,0,0,0,5,0,0,4,288,232,100.8,40,37.3,241,94,225,65,287,103,278,98
,,121145,0,0,0,0,0,2,0,,0,João Pedro Cavaco,João Cancelo,0,277,FALSE,,,55,121145.jpg,0,Cancelo,1.3,FALSE,,a,12,43,45,0,0,0,0,0,8.2,Cancelo,Cancelo,Man City,Cancelo Man City,D,1205,0,0,5,11,0,0,0,4,0,0,3,299,265,287.6,141,69.3,225,88,125,28,203,54,197,58
,,101105,0,0,0,0,0,2,0,,0,Joe,Joe Bryan,0,182,FALSE,,,50,101105.jpg,0,Bryan,2.7,FALSE,,a,8,54,0,0,0,0,0,0,0,Bryan,Bryan,Fulham,Bryan Fulham,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,170,438,170,433,169,442,170
,,60914,0,0,0,0,0,2,0,,0,Joel,Joel Matip,0,246,FALSE,,,55,60914.jpg,0,Matip,1.1,FALSE,,a,11,14,39,0,0,0,0,0,7.1,Matip,Matip,Liverpool,Matip Liverpool,D,703,1,0,3,5,0,0,0,0,0,0,4,167,198.2,23,39,26.2,262,100,311,117,289,105,297,106
,,111478,0,0,0,0,0,2,0,,0,Joël,Joël Veltman,0,67,FALSE,,,45,111478.jpg,0,Veltman,0.6,FALSE,,a,3,36,0,0,0,0,0,0,0,Veltman,Veltman,Brighton,Veltman Brighton,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,158,397,158,384,154,407,158
,,55494,0,0,0,0,0,2,0,,0,Joel,Joel Ward,0,134,FALSE,,,45,55494.jpg,0,Ward,1.6,FALSE,,a,6,31,77,0,0,0,0,0,17.1,Ward,Ward,Crystal Palace,Ward Crystal Palace,D,2380,0,1,7,36,0,0,0,4,0,0,8,392,427,117,49,59.5,148,55,213,58,279,99,227,72
,,108416,0,0,0,0,0,2,0,,0,John,John Egan,0,353,FALSE,,,50,108416.jpg,0,Egan,13,FALSE,,a,15,49,133,0,0,0,0,0,26.6,Egan,Egan,Sheffield Utd,Egan Sheffield Utd,D,3187,2,1,13,33,0,0,0,3,1,0,9,592,641.4,25.4,587,125.4,59,24,308,115,52,2,89,17
,,97299,0,0,0,0,0,2,0,,0,John,John Stones,0,273,FALSE,,,50,97299.jpg,0,Stones,0.3,FALSE,,a,12,43,34,0,0,0,0,0,6.8,Stones,Stones,Man City,Stones Man City,D,1118,0,0,3,16,0,0,0,0,0,0,0,231,216.4,53,66,33.7,255,96,276,95,265,91,285,100
0,,114128,0,0,0,0,0,2,0,,0,Jonathan,Jonathan Castro Otto,0,462,FALSE,Knee injury - Unknown return date,2020-08-15T10:00:11.923392Z,55,114128.jpg,0,Castro Otto,0.6,FALSE,,i,20,39,123,0,0,0,0,0,22.4,Jonny,Jonny,Wolves,Castro Otto Wolves,D,2885,2,3,11,35,0,0,0,4,0,0,6,537,543.6,379.2,299,122.4,96,39,92,19,114,18,94,19
,,153673,0,0,0,0,0,2,0,,0,Jonjoe,Jonjoe Kenny,0,160,FALSE,,,45,153673.jpg,0,Kenny,0.3,FALSE,,a,7,11,0,0,0,0,0,0,0,Kenny,Kenny,Everton,Kenny Everton,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,160,403,160,390,156,412,160
0,,37642,0,0,0,0,0,2,0,,0,Jonny,Jonny Evans,0,219,FALSE,Suspended - unknown return date,2020-08-15T10:00:11.782354Z,55,37642.jpg,0,Evans,0.5,FALSE,,s,9,13,128,0,0,0,0,0,23.3,Evans,Evans,Leicester,Evans Leicester,D,3384,1,2,13,41,1,0,0,7,1,0,12,707,755.2,131.9,325,121.4,35,11,205,54,105,16,96,20
,,216051,0,0,0,0,0,2,0,,0,José Diogo,José Diogo Dalot Teixeira,0,314,FALSE,,,50,216051.jpg,0,Dalot Teixeira,0.2,FALSE,,a,13,1,4,0,0,0,0,0,0.8,Dalot,Dalot,Man Utd,Dalot Teixeira Man Utd,D,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6,1.9,359,134,336,127,323,124,362,135
,,171287,0,0,0,0,0,2,0,,0,Joseph,Joseph Gomez,0,260,FALSE,,,55,171287.jpg,0,Gomez,4.3,FALSE,,a,11,14,93,0,0,0,0,0,16.9,Gomez,Gomez,Liverpool,Gomez Liverpool,D,1999,0,0,12,16,0,0,0,7,0,0,7,461,390.6,105.7,12,50.9,162,59,221,63,315,119,250,82
,,234908,0,0,0,0,0,2,0,,0,Juan,Juan Foyth,0,406,FALSE,,,45,234908.jpg,0,Foyth,0.3,FALSE,,a,17,6,3,0,0,0,0,0,0.7,Foyth,Foyth,Spurs,Foyth Spurs,D,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0,3.1,351,131,324,124,411,165,354,130
,,221239,0,0,0,0,0,4,0,,0,Keinan,Keinan Davis,0,50,FALSE,,,45,221239.jpg,0,Davis,19.5,FALSE,,a,2,7,25,0,0,0,0,0,5.6,Davis,Davis,Leeds,Davis Leeds,D,534,0,1,1,7,0,0,0,0,0,0,0,43,27.8,71.7,212,29.9,346,46,251,40,156,40,292,43
,,232977,0,0,0,0,0,2,0,,0,Kelland,Kelland Watts,0,342,FALSE,,,40,232977.jpg,0,Watts,1.9,FALSE,,a,14,4,1,0,0,0,0,0,0.2,Watts,Watts,Newcastle,Watts Newcastle,D,16,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0.2,369,136,366,142,347,136,372,136
,,42427,0,0,0,0,0,2,0,,0,Kieran,Kieran Gibbs,0,407,FALSE,,,45,42427.jpg,0,Gibbs,1,FALSE,,a,18,35,0,0,0,0,0,0,0,Gibbs,Gibbs,West Brom,Gibbs West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,146,376,146,359,141,390,146
,,192895,0,0,0,0,0,2,0,,0,Kieran,Kieran Tierney,0,17,FALSE,,,55,192895.jpg,0,Tierney,8.7,FALSE,,a,1,3,42,0,0,0,0,0,7.6,Tierney,Tierney,Arsenal,Tierney Arsenal,D,986,1,2,2,16,0,0,0,2,0,0,4,213,201.8,121.1,73,39.8,260,98,211,56,261,89,273,95
,,214285,0,0,0,0,0,2,0,,0,Konstantinos,Konstantinos Tsimikas,0,242,FALSE,,,50,214285.jpg,0,Tsimikas,0.3,FALSE,,a,11,14,0,0,0,0,0,0,0,Tsimikas,Tsimikas,Liverpool,Tsimikas Liverpool,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,172,451,172,449,172,454,172
,,123354,0,0,0,0,0,2,0,,0,Kortney,Kortney Hause,0,39,FALSE,,,45,123354.jpg,0,Hause,0.3,FALSE,,a,2,7,34,0,0,0,0,0,7.6,Hause,Hause,Aston Villa,Hause Aston Villa,D,1544,1,0,2,34,0,0,0,3,0,0,0,204,352.8,33,248,63.4,177,66,294,106,138,23,215,68
,,103192,0,0,0,0,0,2,0,,0,Kurt,Kurt Zouma,0,110,FALSE,,,50,103192.jpg,0,Zouma,0.6,FALSE,,a,5,8,62,0,0,0,0,0,12.4,Zouma,Zouma,Chelsea,Zouma Chelsea,D,2343,0,0,7,37,1,0,0,6,0,0,2,432,518,40.1,162,71.7,110,43,286,101,193,49,187,54
,,59940,0,0,0,0,0,2,0,,0,Kyle,Kyle Bartley,0,412,FALSE,,,45,59940.jpg,0,Bartley,0.4,FALSE,,a,18,35,0,0,0,0,0,0,0,Bartley,Bartley,West Brom,Bartley West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,148,380,148,364,143,394,148
,,58621,0,0,0,0,0,2,0,,0,Kyle,Kyle Walker,0,270,FALSE,,,60,58621.jpg,0,Walker,11.2,FALSE,,a,12,43,114,0,0,0,0,0,19,Walker,Walker,Man City,Walker Man City,D,2392,1,4,12,24,0,0,0,5,0,0,7,573,435.6,394.4,169,100.1,143,54,88,18,190,47,132,36
,,158534,0,0,0,0,0,2,0,,0,Kyle,Kyle Walker-Peters,0,375,FALSE,,,45,158534.jpg,0,Walker-Peters,6.8,FALSE,,a,16,20,32,0,0,0,0,0,7.1,Walker-Peters,Walker-Peters,Southampton,Walker-Peters Southampton,D,944,0,1,2,12,0,0,0,1,0,0,2,194,168.2,108.6,48,32.2,276,104,217,60,281,100,288,102
,,83299,0,0,0,0,0,2,0,,0,Lewis,Lewis Dunk,0,62,FALSE,,,50,83299.jpg,0,Dunk,6.1,FALSE,,a,3,36,128,0,0,0,0,0,25.6,Dunk,Dunk,Brighton,Dunk Brighton,D,3230,3,3,9,50,0,0,0,9,0,0,17,674,825.6,171.8,469,146.8,25,6,181,44,68,3,62,9
,,55914,0,0,0,0,0,2,0,,0,Liam,Liam Cooper,0,195,FALSE,,,45,55914.jpg,0,Cooper,1.4,FALSE,,a,10,2,0,0,0,0,0,0,0,Cooper,Cooper,Leeds,Cooper Leeds,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,147,378,147,361,142,392,147
,,101188,0,0,0,0,0,2,0,,0,Lucas,Lucas Digne,0,155,FALSE,,,60,101188.jpg,0,Digne,11.5,FALSE,,a,7,11,120,0,0,0,0,0,20,Digne,Digne,Everton,Digne Everton,D,3031,0,8,9,49,1,0,0,6,0,0,16,646,743,1112,293,215,37,13,6,2,118,20,27,3
,,66588,0,0,0,0,0,2,0,,0,Luke,Luke Ayling,0,197,FALSE,,,45,66588.jpg,0,Ayling,8.3,FALSE,,a,10,2,0,0,0,0,0,0,0,Ayling,Ayling,Leeds,Ayling Leeds,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,150,383,150,368,145,396,150
,,106760,0,0,0,0,0,2,0,,0,Luke,Luke Shaw,0,300,FALSE,,,50,106760.jpg,0,Shaw,2,FALSE,,a,13,1,67,0,0,0,0,0,13.4,Shaw,Shaw,Man Utd,Shaw Man Utd,D,1730,0,0,8,15,0,0,0,7,0,0,2,381,344.2,321.2,187,85.1,182,69,112,25,176,38,161,45
,,244619,0,0,0,0,0,2,0,,0,Luke,Luke Thomas,0,240,FALSE,,,45,244619.jpg,0,Thomas,0.5,FALSE,,a,9,13,15,0,0,0,0,0,3.3,Thomas,Thomas,Leicester,Thomas Leicester,D,267,0,1,1,4,0,0,0,0,0,0,3,70,78.4,149.8,10,23.9,318,120,197,51,316,120,304,108
0,,40784,0,0,0,0,0,2,0,,0,Mamadou,Mamadou Sakho,0,127,FALSE,Muscle injury - Unknown return date,2020-08-15T10:00:11.633422Z,45,40784.jpg,0,Sakho,0.1,FALSE,,i,6,31,11,0,0,0,0,0,2.4,Sakho,Sakho,Crystal Palace,Sakho Crystal Palace,D,929,0,0,0,21,0,0,0,1,1,0,0,148,179.2,15.9,6,20.2,270,103,318,121,319,121,314,114
,,82263,0,0,0,0,0,2,0,,0,Marcos,Marcos Alonso,0,104,FALSE,,,60,82263.jpg,0,Alonso,9.2,FALSE,,a,5,8,100,0,0,0,0,0,16.7,Alonso,Alonso,Chelsea,Alonso Chelsea,D,1429,4,4,7,18,0,0,0,4,0,0,11,395,411.8,413.4,420,124.3,156,56,86,16,79,7,91,18
,,58893,0,0,0,0,0,2,0,,0,Marcos,Marcos Rojo,0,294,FALSE,,,50,58893.jpg,0,Rojo,0.2,FALSE,,a,13,1,3,0,0,0,0,0,0.6,Rojo,Rojo,Man Utd,Rojo Man Utd,D,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6,2.8,349,130,342,131,322,123,359,133
,,58786,0,0,0,0,0,2,0,,0,Martin,Martin Kelly,0,135,FALSE,,,45,58786.jpg,0,Kelly,1.2,FALSE,,a,6,31,64,0,0,0,0,0,14.2,Kelly,Kelly,Crystal Palace,Kelly Crystal Palace,D,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15,41.7,197,76,228,67,310,117,272,94
,,86153,0,0,0,0,0,2,0,,0,Martín,Martín Montoya,0,63,FALSE,,,45,86153.jpg,0,Montoya,0.4,FALSE,,a,3,36,62,0,0,0,0,0,13.8,Montoya,Montoya,Brighton,Montoya Brighton,D,1892,0,1,6,32,0,0,0,5,0,0,3,313,337.4,338,177,85.5,184,71,104,22,184,43,160,44
,,194164,0,0,0,0,0,2,0,,0,Mason,Mason Holgate,0,165,FALSE,,,50,194164.jpg,0,Holgate,0.6,FALSE,,a,7,11,71,0,0,0,0,0,14.2,Holgate,Holgate,Everton,Holgate Everton,D,2052,0,4,5,34,0,0,0,5,0,0,6,412,465.4,63.9,152,68.3,126,47,262,88,197,51,202,61
,,87835,0,0,0,0,0,2,0,,0,Matt,Matt Doherty,0,457,FALSE,,,60,87835.jpg,0,Doherty,24.5,FALSE,,a,20,39,167,0,0,0,0,0,27.8,Doherty,Doherty,Wolves,Doherty Wolves,D,2836,4,8,12,31,0,0,0,1,0,0,15,590,576.2,340.5,681,160,78,31,103,21,41,1,50,5
,,169359,0,0,0,0,0,2,0,,0,Matt,Matt Targett,0,42,FALSE,,,45,169359.jpg,0,Targett,2.3,FALSE,,a,2,7,80,0,0,0,0,0,17.8,Targett,Targett,Aston Villa,Targett Aston Villa,D,2291,1,3,5,40,0,0,0,4,0,0,10,433,503.8,432.9,130,106.9,114,44,74,14,207,56,120,30
,,178173,0,0,0,0,0,2,0,,0,Matthew,Matthew Clarke,0,73,FALSE,,,45,178173.jpg,0,Clarke,0.2,FALSE,,a,3,36,0,0,0,0,0,0,0,Clarke,Clarke,Brighton,Clarke Brighton,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,162,407,162,394,158,416,162
,,68983,0,0,0,0,0,2,0,,0,Matthew,Matthew Lowton,0,92,FALSE,,,45,68983.jpg,0,Lowton,0.6,FALSE,,a,4,90,48,0,0,0,0,0,10.7,Lowton,Lowton,Burnley,Lowton Burnley,D,1530,0,1,6,31,0,0,0,2,0,0,1,270,294.2,181.7,15,49.2,206,79,177,42,311,118,255,84
,,214048,0,0,0,0,0,2,0,,0,Max,Max Kilman,0,470,FALSE,,,40,214048.jpg,0,Kilman,1.6,FALSE,,a,20,39,5,0,0,0,0,0,1.2,Kilman,Kilman,Wolves,Kilman Wolves,D,184,0,0,0,2,0,0,0,0,0,0,0,24,35.2,1.2,0,3.7,339,126,348,134,342,133,351,128
,,61739,0,0,0,0,0,2,0,,0,Maxime,Maxime Le Marchand,0,173,FALSE,,,45,61739.jpg,0,Le Marchand,0.4,FALSE,,a,8,54,0,0,0,0,0,0,0,Le Marchand,Le Marchand,Fulham,Le Marchand Fulham,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,149,382,149,367,144,395,149
,,84915,0,0,0,0,0,2,0,,0,Michael,Michael Hector,0,178,FALSE,,,45,84915.jpg,0,Hector,0.5,FALSE,,a,8,54,0,0,0,0,0,0,0,Hector,Hector,Fulham,Hector Fulham,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,153,388,153,373,148,400,153
,,106611,0,0,0,0,0,2,0,,0,Michael,Michael Keane,0,156,FALSE,,,50,106611.jpg,0,Keane,0.6,FALSE,,a,7,11,90,0,0,0,0,0,18,Keane,Keane,Everton,Keane Everton,D,2556,2,0,7,42,1,0,0,3,0,0,9,490,666.4,80,204,95.2,52,21,240,76,167,35,144,38
,,126184,0,0,0,0,0,2,0,,0,Nathan,Nathan Aké,0,279,FALSE,,,55,126184.jpg,0,Aké,8.8,FALSE,,a,12,43,79,0,0,0,0,0,14.4,Aké,Aké,Man City,Aké Man City,D,2503,2,2,4,46,0,0,0,2,0,0,6,499,691.2,92.7,326,111,51,20,231,70,104,15,109,25
,,232423,0,0,0,0,0,2,0,,0,Nathan,Nathan Ferguson,0,145,FALSE,,,40,232423.jpg,0,Ferguson,8.7,FALSE,,a,6,31,0,0,0,0,0,0,0,Ferguson,Ferguson,Crystal Palace,Ferguson Crystal Palace,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,142,365,141,346,135,384,142
,,215136,0,0,0,0,0,2,0,,0,Neco,Neco Williams,0,264,FALSE,,,40,215136.jpg,0,Williams,6.2,FALSE,,a,11,14,14,0,0,0,0,0,3.5,Williams,Williams,Liverpool,Williams Liverpool,D,228,0,0,1,2,0,0,0,1,0,0,3,53,49.4,53.3,98,20,331,122,274,94,236,72,316,116
,,47390,0,0,0,0,0,2,0,,0,Neil,Neil Taylor,0,31,FALSE,,,45,47390.jpg,0,Taylor,0.5,FALSE,,a,2,7,22,0,0,0,0,0,4.9,Taylor,Taylor,Burnley,Taylor Burnley,D,1088,0,0,2,25,0,0,0,2,0,0,0,163,157.6,79.7,29,26.7,280,107,241,77,294,107,296,105
,,57410,0,0,0,0,0,2,0,,0,Nicolás,Nicolás Otamendi,0,269,FALSE,,,50,57410.jpg,0,Otamendi,0.4,FALSE,,a,12,43,82,0,0,0,0,0,16.4,Otamendi,Otamendi,Man City,Otamendi Man City,D,1710,2,1,7,21,0,0,0,3,0,0,6,389,443.6,65.5,319,82.7,137,50,260,86,109,17,167,47
,,206325,0,0,0,0,0,2,0,,0,Oleksandr,Oleksandr Zinchenko,0,283,FALSE,,,55,206325.jpg,0,Zinchenko,1,FALSE,,a,12,43,49,0,0,0,0,0,8.9,Zinchenko,Zinchenko,Man City,Zinchenko Man City,D,1271,0,0,6,15,0,0,0,0,1,0,1,295,232,375.8,102,71.2,242,95,94,20,230,69,190,56
,,467114,0,0,0,0,0,2,0,,0,Oliver,Oliver Casey,0,215,FALSE,,,40,467114.jpg,0,Casey,1.3,FALSE,,a,10,2,0,0,0,0,0,0,0,Casey,Casey,Leeds,Casey Leeds,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,145,369,145,350,139,387,145
,,146426,0,0,0,0,0,2,0,,0,Oluwasemilogo Adesewo Ibidapo,Oluwasemilogo Adesewo Ibidapo Ajayi,0,419,FALSE,,,50,146426.jpg,0,Ajayi,0.9,FALSE,,a,18,35,0,0,0,0,0,0,0,Ajayi,Ajayi,West Brom,Ajayi West Brom,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,171,441,171,437,170,444,171
,,179456,0,0,0,0,0,2,0,,0,Oskar,Oskar Buur,0,467,FALSE,,,40,179456.jpg,0,Buur,1.1,FALSE,,a,20,39,0,0,0,0,0,0,0,Buur,Buur,Wolves,Buur Wolves,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,140,361,139,341,132,380,140
0,,92371,0,0,0,0,0,2,0,,0,Pablo,Pablo Marí,0,10,FALSE,Ankle injury - Expected back 25 Sep,2020-08-15T10:00:11.357231Z,45,92371.jpg,0,Marí,0.1,FALSE,,i,1,3,8,0,0,0,0,0,1.8,Marí,Marí,Arsenal,Marí Arsenal,D,113,0,0,1,0,0,0,0,0,0,0,1,31,27.8,1.7,0,3,345,128,343,132,376,151,355,131
,,222694,0,0,0,0,0,2,0,,0,Pascal,Pascal Struijk,0,211,FALSE,,,40,222694.jpg,0,Struijk,2,FALSE,,a,10,2,0,0,0,0,0,0,0,Struijk,Struijk,Leeds,Struijk Leeds,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,141,364,140,345,134,383,141
0,,74230,0,0,0,0,0,2,0,,0,Patrick,Patrick van Aanholt,0,139,FALSE,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.682747Z,55,74230.jpg,0,van Aanholt,0.6,FALSE,,i,6,31,109,0,0,0,0,0,19.8,van Aanholt,van Aanholt,Crystal Palace,van Aanholt Crystal Palace,D,2507,3,2,8,38,1,0,0,0,0,0,12,523,531.2,516,285,133.4,103,42,45,8,120,21,77,13
,,106618,0,0,0,0,0,2,0,,0,Paul,Paul Dummett,0,331,FALSE,,,45,106618.jpg,0,Dummett,0.2,FALSE,,a,14,4,44,0,0,0,0,0,9.8,Dummett,Dummett,Newcastle,Dummett Newcastle,D,1227,0,0,5,20,1,0,0,2,0,0,4,230,265.2,63.1,50,37.7,224,87,264,89,278,98,275,97
,,17997,0,0,0,0,0,2,0,,0,Phil,Phil Bardsley,0,82,FALSE,,,45,17997.jpg,0,Bardsley,2,FALSE,,a,4,90,78,0,0,0,0,0,17.3,Bardsley,Bardsley,Burnley,Bardsley Burnley,D,1890,0,2,9,19,0,0,0,6,0,0,6,358,350.6,164,109,62.5,178,67,185,46,222,65,218,70
,,76359,0,0,0,0,0,2,0,,0,Phil,Phil Jones,0,297,FALSE,,,50,76359.jpg,0,Jones,0.2,FALSE,,a,13,1,2,0,0,0,0,0,0.4,Jones,Jones,Man Utd,Jones Man Utd,D,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3,23,4.7,348,129,337,128,301,111,349,126
0,,111931,0,0,0,0,0,2,0,,0,Ricardo Domingos,Ricardo Domingos Barbosa Pereira,0,226,FALSE,Knee injury - Expected back 01 Oct,2020-08-15T10:00:11.805174Z,60,111931.jpg,0,Barbosa Pereira,3.8,FALSE,,i,9,13,123,0,0,0,0,0,20.5,Pereira,Pereira,Leicester,Barbosa Pereira Leicester,D,2520,3,2,10,27,0,0,0,1,0,0,11,568,738,446.5,235,141.9,40,15,65,11,146,27,67,10
,,156074,0,0,0,0,0,2,0,,0,Rob,Rob Holding,0,16,FALSE,,,45,156074.jpg,0,Holding,0.5,FALSE,,a,1,3,16,0,0,0,0,0,3.6,Holding,Holding,Arsenal,Holding Arsenal,D,580,0,0,1,9,0,0,0,1,0,0,2,96,133.6,4.8,19,15.8,292,112,335,126,307,115,324,118
,,107613,0,0,0,0,0,2,0,,0,Romain,Romain Saïss,0,461,FALSE,,,50,107613.jpg,0,Saïss,4.4,FALSE,,a,20,39,103,0,0,0,0,0,20.6,Saïss,Saïss,Wolves,Saïss Wolves,D,2703,2,2,10,34,0,0,0,10,1,0,8,525,621.2,160.7,298,108.1,64,26,191,47,115,19,115,27
,,216054,0,0,0,0,0,2,0,,0,Rúben Gonçalo,Rúben Gonçalo Silva Nascimento Vinagre,0,471,FALSE,,,45,216054.jpg,0,Silva Nascimento Vinagre,8.8,FALSE,,a,20,39,32,0,0,0,0,0,7.1,Vinagre,Vinagre,Wolves,Silva Nascimento Vinagre Wolves,D,644,0,0,3,6,0,0,0,1,0,0,1,134,130.4,96.2,56,28.1,295,114,229,68,273,95,295,104
,,41727,0,0,0,0,0,2,0,,0,Ryan,Ryan Bennett,0,456,FALSE,,,45,41727.jpg,0,Bennett,0.4,FALSE,,a,20,39,32,0,0,0,0,0,7.1,Bennett,Bennett,Wolves,Bennett Wolves,D,932,0,0,3,17,0,0,0,2,0,0,2,176,161.4,41,16,21.8,279,106,285,100,309,116,311,113
,,40146,0,0,0,0,0,2,0,,0,Ryan,Ryan Bertrand,0,362,FALSE,,,50,40146.jpg,0,Bertrand,0.6,FALSE,,a,16,20,75,0,0,0,0,0,15,Bertrand,Bertrand,Southampton,Bertrand Southampton,D,2742,1,1,7,52,0,0,0,3,1,0,0,432,436.8,538.5,234,121.1,140,52,42,7,147,28,97,21
,,81012,0,0,0,0,0,2,0,,0,Ryan,Ryan Fredericks,0,438,FALSE,,,45,81012.jpg,0,Fredericks,0.9,FALSE,,a,19,21,74,0,0,0,0,0,16.4,Fredericks,Fredericks,West Ham,Fredericks West Ham,D,2235,0,3,7,39,0,0,0,7,0,0,7,423,491.2,333.7,76,90.5,122,45,106,23,258,88,150,40
,,184349,0,0,0,0,0,2,0,,0,Ryan,Ryan Sessegnon,0,399,FALSE,,,50,184349.jpg,0,Sessegnon,0.3,FALSE,,a,17,6,9,0,0,0,0,0,1.8,Sessegnon,Sessegnon,Spurs,Sessegnon Spurs,D,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34,11.9,336,124,288,103,291,106,332,122
,,111457,0,0,0,0,0,2,0,,0,Sead,Sead Kolasinac,0,14,FALSE,,,50,111457.jpg,0,Kolasinac,0.3,FALSE,,a,1,3,55,0,0,0,0,0,11,Kolasinac,Kolasinac,Arsenal,Kolasinac Arsenal,D,1694,0,2,4,26,0,0,0,4,0,0,1,331,269.6,182.5,81,53,220,85,175,40,251,82,245,80
